key,titulo,autores,cantidad_ediciones,anio_primera_publicacion,materias,tiene_texto_completo,id_internet_archive,id_portada
/works/OL468488W,This Side of Paradise,F. Scott Fitzgerald,631,1920,"Fiction; Romance; Historical""; Young men, fiction; World War, 1914-1918; Advertising; Veterans; College students; Children of the rich; Facsimiles",True,thissideofparadi0000fitz_s1o5,8243609
/works/OL20874W,Silas Marner,"George Eliot, John O'Connor, Mary Anne Evans, Hugh Thomson, Julius Frese",628,1800,Weavers; Social life and customs; Conduct of life; Foundlings; Open Library Staff Picks; Fiction; Fathers and daughters; Country life; Interpersonal relations; Pastoral fiction,True,silasmarner00elio_3,9286405
/works/OL2771987W,Herland,Charlotte Perkins Gilman,627,1915,Utopias; Fiction; Women; Matriarchat; Utopie; Classic Literature; open_syllabus_project; Matriarchy; Sex role; American fiction (fictional works by one author),True,herland0000char,448130
/works/OL245401W,The Prisoner of Zenda,"Anthony Hope, Gary Hoppenstand, Diane Mowat, Alan Marks, Francesc Ràfols, Andrew Pugsley, Summer M. Hogan, Summer Hogan, Smidgen Press, Charles Dana Gibson, Daniel Lanza Barba, Javier Fornell Fernandez, Stephen Colbourn, Katy Jackson, James Wilby, Robinson, M.",627,1800,"Fiction; Adventure; Fiction, action & adventure; Ruritania (imaginary place), fiction; British and irish fiction (fictional works by one author); Children's fiction; Adventure and adventurers, fiction; British; Impostors and imposture; English Adventure stories",True,prisonerofzendab00hope_3,105814
/works/OL18412W,Dorothy and the Wizard in Oz,L. Frank Baum,622,1908,"Fairy tales; Fiction; Oz (Imaginary place); Fantasy; Classic Literature; Juvenile fiction; Fantasy fiction; Children's fiction; Oz (imaginary place), fiction; Children: Grades 4-6",True,cihm_78963,12648659
/works/OL2462427W,Agnes Grey,Anne Brontë,616,1847,Fiction; Single women; Governesses; Social life and customs; Married women; Autobiographical fiction; Landlord and tenant; Domestic fiction; Alcoholism; Classic Literature,True,agnesgrey0000bron,8242924
/works/OL12795W,O Pioneers!,Willa Cather,613,1913,Fiction; Women pioneers; Women farmers; Farm life; Swedish Americans; Women immigrants; Brothers and sisters; Frontier and pioneer life; History; Immigrants,True,opioneers0000will_t9w3,8242999
/works/OL86318W,Ulysses,James Joyce,612,1914,"Married people; Male friendship; Fiction; Historical Fiction; Psychological fiction; Alienation (Social psychology); Textual Criticism; Molly Bloom (Fictitious character); Bloom, Molly (Personaje literario); Men",True,ulysses0000joyc_z8y5,13136548
/works/OL19926W,The Second Jungle Book,Rudyard Kipling,611,1887,Romans; Enfants sauvages; Jungles; Faune de la jungle; Fiction; Jungle animals; Mowgli (Fictitious character); Animals; Legends and stories of Animals; Juvenile fiction,True,secondjunglebook00kipliala,2140514
/works/OL890896W,Goldsmith's The vicar of Wakefield,Oliver Goldsmith,609,1111,Abduction; Children of clergy; Clergy; Fiction; Poor families; Prisoners; Shorthand; Texts; British and irish fiction (fictional works by one author); Conduct of life,True,vicarofwakefield0000unse_x3p2,6720851
/works/OL66614W,Lady Susan,Jane Austen,600,1925,"Fiction; Facsimiles; Mate selection; English Manuscripts; Mothers and daughters; Widows; Manuscripts; Great britain, fiction; Fiction, general; Fiction, romance, general",True,synapseml_gutenberg_lady_susan_by_jane_austen,12641526
/works/OL8763148W,The mystery of Edwin Drood,"Charles Dickens, Samuel Luke Fildes, Charles Bernard Derosne, TC, John Cuming Walters",598,1870,"Missing persons; Triangles (Interpersonal relations); Fiction; Choral conductors; Separation (Psychology); British and irish fiction (fictional works by one author); England, fiction; England in fiction; Choral conductors in fiction; Missing persons in fiction",True,mysteryofedwindr00dick_0,8243336
